"db_super_desk","ims_superdesk_shop_abonus_billp","openid"
"db_super_desk","ims_superdesk_shop_article_log","openid"
"db_super_desk","ims_superdesk_shop_article_report","openid"
"db_super_desk","ims_superdesk_shop_author_billp","openid"
"db_super_desk","ims_superdesk_shop_bargain_actor","openid"
"db_super_desk","ims_superdesk_shop_bargain_record","openid"
"db_super_desk","ims_superdesk_shop_commission_clickcount","openid"
"db_super_desk","ims_superdesk_shop_commission_repurchase","openid"
"db_super_desk","ims_superdesk_shop_coupon_data","openid"
"db_super_desk","ims_superdesk_shop_coupon_guess","openid"
"db_super_desk","ims_superdesk_shop_coupon_log","openid"
"db_super_desk","ims_superdesk_shop_coupon_sendshow","openid"
"db_super_desk","ims_superdesk_shop_coupon_taskdata","openid"
"db_super_desk","ims_superdesk_shop_creditshop_log","openid"
"db_super_desk","ims_superdesk_shop_customer_guestbook","openid"
"db_super_desk","ims_superdesk_shop_diyform_data","openid"
"db_super_desk","ims_superdesk_shop_diyform_temp","openid"
"db_super_desk","ims_superdesk_shop_enterprise_account","openid"
"db_super_desk","ims_superdesk_shop_enterprise_import_log","openid"
"db_super_desk","ims_superdesk_shop_enterprise_reg","openid"
"db_super_desk","ims_superdesk_shop_enterprise_user","openid"
"db_super_desk","ims_superdesk_shop_feedback","openid"
"db_super_desk","ims_superdesk_shop_globonus_billp","openid"
"db_super_desk","ims_superdesk_shop_goods_comment","openid"
"db_super_desk","ims_superdesk_shop_groups_order","openid"
"db_super_desk","ims_superdesk_shop_groups_order_refund","openid"
"db_super_desk","ims_superdesk_shop_groups_paylog","openid"
"db_super_desk","ims_superdesk_shop_groups_verify","openid"
"db_super_desk","ims_superdesk_shop_member","openid"
"db_super_desk","ims_superdesk_shop_member_address","openid"
"db_super_desk","ims_superdesk_shop_member_cart","openid"
"db_super_desk","ims_superdesk_shop_member_credit_log","openid"
"db_super_desk","ims_superdesk_shop_member_favorite","openid"
"db_super_desk","ims_superdesk_shop_member_history","openid"
"db_super_desk","ims_superdesk_shop_member_invoice","openid"
"db_super_desk","ims_superdesk_shop_member_log","openid"
"db_super_desk","ims_superdesk_shop_merch_account","openid"
"db_super_desk","ims_superdesk_shop_merch_reg","openid"
"db_super_desk","ims_superdesk_shop_merch_saler","openid"
"db_super_desk","ims_superdesk_shop_merch_user","openid"
"db_super_desk","ims_superdesk_shop_order","openid"
"db_super_desk","ims_superdesk_shop_order_comment","openid"
"db_super_desk","ims_superdesk_shop_order_examine","openid"
"db_super_desk","ims_superdesk_shop_order_goods","openid"
"db_super_desk","ims_superdesk_shop_poster_log","openid"
"db_super_desk","ims_superdesk_shop_poster_qr","openid"
"db_super_desk","ims_superdesk_shop_poster_scan","openid"
"db_super_desk","ims_superdesk_shop_postera_log","openid"
"db_super_desk","ims_superdesk_shop_postera_qr","openid"
"db_super_desk","ims_superdesk_shop_refund_address","openid"
"db_super_desk","ims_superdesk_shop_sale_coupon_data","openid"
"db_super_desk","ims_superdesk_shop_saler","openid"
"db_super_desk","ims_superdesk_shop_sign_records","openid"
"db_super_desk","ims_superdesk_shop_sign_user","openid"
"db_super_desk","ims_superdesk_shop_sns_board_follow","openid"
"db_super_desk","ims_superdesk_shop_sns_like","openid"
"db_super_desk","ims_superdesk_shop_sns_manage","openid"
"db_super_desk","ims_superdesk_shop_sns_member","openid"
"db_super_desk","ims_superdesk_shop_sns_post","openid"
"db_super_desk","ims_superdesk_shop_task_log","openid"
"db_super_desk","ims_superdesk_shop_task_poster_qr","openid"
"db_super_desk","ims_superdesk_shop_virtual_data","openid"
